"PokedexID","Title","CaptureRate","GrowthRate","HeightInches","WeightLbs","Types","Region","RegionID","Color","EnglishName","JapaneseName","FrenchName","Type1","Type2","SpeciesID"
"228","Houndour","120","slow","23.62","23.81","17;10","57","2","Black","Houndour","デルビル","Malosse","Dark","Fire","228"
"229","Houndoom","45","slow","55.12","77.16","17;10","57","2","Black","Houndoom","ヘルガー","Démolosse","Dark","Fire","229"
"230","Kingdra","45","medium","70.87","335.1","11;16","57","2","Blue","Kingdra","キングドラ","Hyporoi","Water","Dragon","230"
"231","Phanpy","120","medium","19.69","73.85","5","57","2","Blue","Phanpy","ゴマゾウ","Phanpy","Ground","","231"
"232","Donphan","60","medium","43.31","264.55","5","57","2","Gray","Donphan","ドンファン","Donphan","Ground","","232"
"233","Porygon2","45","medium","23.62","71.65","1","57","2","Red","Porygon2","ポリゴン２","Porygon2","Normal","","233"
"234","Stantler","45","slow","55.12","156.97","1","57","2","Brown","Stantler","オドシシ","Cerfrousse","Normal","","234"
"235","Smeargle","45","fast","47.24","127.87","1","57","2","White","Smeargle","ドーブル","Queulorior","Normal","","235"
"236","Tyrogue","75","medium","27.56","46.3","2","57","2","Purple","Tyrogue","バルキー","Debugant","Fighting","","236"
"237","Hitmontop","45","medium","55.12","105.82","2","57","2","Brown","Hitmontop","カポエラー","Kapoera","Fighting","","237"
"238","Smoochum","45","medium","15.75","13.23","15;14","57","2","Pink","Smoochum","ムチュール","Lippouti","Ice","Psychic","238"
"239","Elekid","45","medium","23.62","51.81","13","57","2","Yellow","Elekid","エレキッド","Élekid","Electric","","239"
"240","Magby","45","medium","27.56","47.18","10","57","2","Red","Magby","ブビィ","Magby","Fire","","240"
"241","Miltank","45","slow","47.24","166.45","1","57","2","Pink","Miltank","ミルタンク","Écrémeuh","Normal","","241"
"242","Blissey","30","fast","59.06","103.18","1","57","2","Pink","Blissey","ハピナス","Leuphorie","Normal","","242"
"243","Raikou","3","slow","74.8","392.42","13","57","2","Yellow","Raikou","ライコウ","Raikou","Electric","","243"
"244","Entei","3","slow","82.68","436.51","10","57","2","Brown","Entei","エンテイ","Entei","Fire","","244"
"245","Suicune","3","slow","78.74","412.26","11","57","2","Blue","Suicune","スイクン","Suicune","Water","","245"
"246","Larvitar","45","slow","23.62","158.73","6;5","57","2","Green","Larvitar","ヨーギラス","Embrylex","Rock","Ground","246"
"247","Pupitar","45","slow","47.24","335.1","6;5","57","2","Gray","Pupitar","サナギラス","Ymphect","Rock","Ground","247"
"248","Tyranitar","45","slow","78.74","445.33","6;17","57","2","Green","Tyranitar","バンギラス","Tyranocif","Rock","Dark","248"
"249","Lugia","3","slow","204.72","476.2","14;3","57","2","White","Lugia","ルギア","Lugia","Psychic","Flying","249"
"250","Ho-oh","3","slow","149.61","438.72","10;3","57","2","Red","Ho-Oh","ホウオウ","Ho-Oh","Fire","Flying","250"
"251","Celebi","45","medium-slow","23.62","11.02","14;12","57","2","Green","Celebi","セレビィ","Celebi","Psychic","Grass","251"
"252","Treecko","45","medium-slow","19.69","11.02","12","58","3","Green","Treecko","キモリ","Arcko","Grass","","252"
"253","Grovyle","45","medium-slow","35.43","47.62","12","58","3","Green","Grovyle","ジュプトル","Massko","Grass","","253"
"254","Sceptile","45","medium-slow","66.93","115.08","12","58","3","Green","Sceptile","ジュカイン","Jungko","Grass","","254"
"255","Torchic","45","medium-slow","15.75","5.51","10","58","3","Red","Torchic","アチャモ","Poussifeu","Fire","","255"
"256","Combusken","45","medium-slow","35.43","42.99","10;2","58","3","Red","Combusken","ワカシャモ","Galifeu","Fire","Fighting","256"
"257","Blaziken","45","medium-slow","74.8","114.64","10;2","58","3","Red","Blaziken","バシャーモ","Braségali","Fire","Fighting","257"
"258","Mudkip","45","medium-slow","15.75","16.76","11","58","3","Blue","Mudkip","ミズゴロウ","Gobou","Water","","258"
"259","Marshtomp","45","medium-slow","27.56","61.73","11;5","58","3","Blue","Marshtomp","ヌマクロー","Flobio","Water","Ground","259"
"260","Swampert","45","medium-slow","59.06","180.56","11;5","58","3","Blue","Swampert","ラグラージ","Laggron","Water","Ground","260"
"261","Poochyena","255","medium","19.69","29.98","17","58","3","Gray","Poochyena","ポチエナ","Medhyèna","Dark","","261"
"262","Mightyena","127","medium","39.37","81.57","17","58","3","Gray","Mightyena","グラエナ","Grahyèna","Dark","","262"
"263","Zigzagoon","255","medium","15.75","38.58","1","58","3","Brown","Zigzagoon","ジグザグマ","Zigzaton","Normal","","263"
"264","Linoone","90","medium","19.69","71.65","1","58","3","White","Linoone","マッスグマ","Linéon","Normal","","264"
"265","Wurmple","255","medium","11.81","7.94","7","58","3","Red","Wurmple","ケムッソ","Chenipotte","Bug","","265"
"266","Silcoon","120","medium","23.62","22.05","7","58","3","White","Silcoon","カラサリス","Armulys","Bug","","266"
"267","Beautifly","45","medium","39.37","62.61","7;3","58","3","Yellow","Beautifly","アゲハント","Charmillon","Bug","Flying","267"
"268","Cascoon","120","medium","27.56","25.35","7","58","3","Purple","Cascoon","マユルド","Blindalys","Bug","","268"
"269","Dustox","45","medium","47.24","69.67","7;4","58","3","Green","Dustox","ドクケイル","Papinox","Bug","Poison","269"
"270","Lotad","255","medium-slow","19.69","5.73","11;12","58","3","Green","Lotad","ハスボー","Nénupiot","Water","Grass","270"
"271","Lombre","120","medium-slow","47.24","71.65","11;12","58","3","Green","Lombre","ハスブレロ","Lombre","Water","Grass","271"
"272","Ludicolo","45","medium-slow","59.06","121.25","11;12","58","3","Green","Ludicolo","ルンパッパ","Ludicolo","Water","Grass","272"
"273","Seedot","255","medium-slow","19.69","8.82","12","58","3","Brown","Seedot","タネボー","Grainipiot","Grass","","273"
"274","Nuzleaf","120","medium-slow","39.37","61.73","12;17","58","3","Brown","Nuzleaf","コノハナ","Pifeuil","Grass","Dark","274"
"275","Shiftry","45","medium-slow","51.18","131.4","12;17","58","3","Brown","Shiftry","ダーテング","Tengalice","Grass","Dark","275"
"276","Taillow","200","medium-slow","11.81","5.07","1;3","58","3","Blue","Taillow","スバメ","Nirondelle","Normal","Flying","276"
"277","Swellow","45","medium-slow","27.56","43.65","1;3","58","3","Blue","Swellow","オオスバメ","Hélédelle","Normal","Flying","277"
"278","Wingull","190","medium","23.62","20.94","11;3","58","3","White","Wingull","キャモメ","Goélise","Water","Flying","278"
"279","Pelipper","45","medium","47.24","61.73","11;3","58","3","Yellow","Pelipper","ペリッパー","Bekipan","Water","Flying","279"
"280","Ralts","235","slow","15.75","14.55","14;18","58","3","White","Ralts","ラルトス","Tarsal","Psychic","Fairy","280"
"281","Kirlia","120","slow","31.5","44.53","14;18","58","3","White","Kirlia","キルリア","Kirlia","Psychic","Fairy","281"
"282","Gardevoir","45","slow","62.99","106.7","14;18","58","3","White","Gardevoir","サーナイト","Gardevoir","Psychic","Fairy","282"
"283","Surskit","200","medium","19.69","3.75","7;11","58","3","Blue","Surskit","アメタマ","Arakdo","Bug","Water","283"
"284","Masquerain","75","medium","31.5","7.94","7;3","58","3","Blue","Masquerain","アメモース","Maskadra","Bug","Flying","284"
"285","Shroomish","255","fast-then-very-slow","15.75","9.92","12","58","3","Brown","Shroomish","キノココ","Balignon","Grass","","285"
"286","Breloom","90","fast-then-very-slow","47.24","86.42","12;2","58","3","Green","Breloom","キノガッサ","Chapignon","Grass","Fighting","286"
"287","Slakoth","255","slow","31.5","52.91","1","58","3","Brown","Slakoth","ナマケロ","Parecool","Normal","","287"
"288","Vigoroth","120","slow","55.12","102.51","1","58","3","White","Vigoroth","ヤルキモノ","Vigoroth","Normal","","288"
"289","Slaking","45","slow","78.74","287.7","1","58","3","Brown","Slaking","ケッキング","Monaflèmit","Normal","","289"
"290","Nincada","255","slow-then-very-fast","19.69","12.13","7;5","58","3","Gray","Nincada","ツチニン","Ningale","Bug","Ground","290"
"291","Ninjask","120","slow-then-very-fast","31.5","26.46","7;3","58","3","Yellow","Ninjask","テッカニン","Ninjask","Bug","Flying","291"
"292","Shedinja","45","slow-then-very-fast","31.5","2.65","7;8","58","3","Brown","Shedinja","ヌケニン","Munja","Bug","Ghost","292"
"293","Whismur","190","medium-slow","23.62","35.94","1","58","3","Pink","Whismur","ゴニョニョ","Chuchmur","Normal","","293"
"294","Loudred","120","medium-slow","39.37","89.29","1","58","3","Blue","Loudred","ドゴーム","Ramboum","Normal","","294"
"295","Exploud","45","medium-slow","59.06","185.19","1","58","3","Blue","Exploud","バクオング","Brouhabam","Normal","","295"
"296","Makuhita","180","fast-then-very-slow","39.37","190.48","2","58","3","Yellow","Makuhita","マクノシタ","Makuhita","Fighting","","296"
"297","Hariyama","200","fast-then-very-slow","90.55","559.53","2","58","3","Brown","Hariyama","ハリテヤマ","Hariyama","Fighting","","297"
"298","Azurill","150","fast","7.87","4.41","1;18","58","3","Blue","Azurill","ルリリ","Azurill","Normal","Fairy","298"
"299","Nosepass","255","medium","39.37","213.85","6","58","3","Gray","Nosepass","ノズパス","Tarinor","Rock","","299"
"300","Skitty","255","fast","23.62","24.25","1","58","3","Pink","Skitty","エネコ","Skitty","Normal","","300"
"301","Delcatty","60","fast","43.31","71.87","1","58","3","Purple","Delcatty","エネコロロ","Delcatty","Normal","","301"
"302","Sableye","45","medium-slow","19.69","24.25","17;8","58","3","Purple","Sableye","ヤミラミ","Ténéfix","Dark","Ghost","302"
"303","Mawile","45","fast","23.62","25.35","9;18","58","3","Black","Mawile","クチート","Mysdibule","Steel","Fairy","303"
"304","Aron","180","slow","15.75","132.28","9;6","58","3","Gray","Aron","ココドラ","Galekid","Steel","Rock","304"
"305","Lairon","90","slow","35.43","264.55","9;6","58","3","Gray","Lairon","コドラ","Galegon","Steel","Rock","305"
"306","Aggron","45","slow","82.68","793.66","9;6","58","3","Gray","Aggron","ボスゴドラ","Galeking","Steel","Rock","306"
"307","Meditite","180","medium","23.62","24.69","2;14","58","3","Blue","Meditite","アサナン","Méditikka","Fighting","Psychic","307"
"308","Medicham","90","medium","51.18","69.45","2;14","58","3","Red","Medicham","チャーレム","Charmina","Fighting","Psychic","308"
"309","Electrike","120","slow","23.62","33.51","13","58","3","Green","Electrike","ラクライ","Dynavolt","Electric","","309"
"310","Manectric","45","slow","59.06","88.63","13","58","3","Yellow","Manectric","ライボルト","Élecsprint","Electric","","310"
"311","Plusle","200","medium","15.75","9.26","13","58","3","Yellow","Plusle","プラスル","Posipi","Electric","","311"
"312","Minun","200","medium","15.75","9.26","13","58","3","Yellow","Minun","マイナン","Négapi","Electric","","312"
"313","Volbeat","150","slow-then-very-fast","27.56","39.02","7","58","3","Gray","Volbeat","バルビート","Muciole","Bug","","313"
"314","Illumise","150","fast-then-very-slow","23.62","39.02","7","58","3","Purple","Illumise","イルミーゼ","Lumivole","Bug","","314"
"315","Roselia","150","medium-slow","11.81","4.41","12;4","58","3","Green","Roselia","ロゼリア","Rosélia","Grass","Poison","315"
"316","Gulpin","225","fast-then-very-slow","15.75","22.71","4","58","3","Green","Gulpin","ゴクリン","Gloupti","Poison","","316"
"317","Swalot","75","fast-then-very-slow","66.93","176.37","4","58","3","Purple","Swalot","マルノーム","Avaltout","Poison","","317"
"318","Carvanha","225","slow","31.5","45.86","11;17","58","3","Red","Carvanha","キバニア","Carvanha","Water","Dark","318"
"319","Sharpedo","60","slow","70.87","195.77","11;17","58","3","Blue","Sharpedo","サメハダー","Sharpedo","Water","Dark","319"
"320","Wailmer","125","fast-then-very-slow","78.74","286.6","11","58","3","Blue","Wailmer","ホエルコ","Wailmer","Water","","320"
"321","Wailord","60","fast-then-very-slow","570.87","877.44","11","58","3","Blue","Wailord","ホエルオー","Wailord","Water","","321"
"322","Numel","255","medium","27.56","52.91","10;5","58","3","Yellow","Numel","ドンメル","Chamallot","Fire","Ground","322"
"323","Camerupt","150","medium","74.8","485.02","10;5","58","3","Red","Camerupt","バクーダ","Camérupt","Fire","Ground","323"
"324","Torkoal","90","medium","19.69","177.25","10","58","3","Brown","Torkoal","コータス","Chartor","Fire","","324"
"325","Spoink","255","fast","27.56","67.46","14","58","3","Black","Spoink","バネブー","Spoink","Psychic","","325"
"326","Grumpig","60","fast","35.43","157.63","14","58","3","Purple","Grumpig","ブーピッグ","Groret","Psychic","","326"
"327","Spinda","255","fast","43.31","11.02","1","58","3","Brown","Spinda","パッチール","Spinda","Normal","","327"
"328","Trapinch","255","medium-slow","27.56","33.07","5","58","3","Brown","Trapinch","ナックラー","Kraknoix","Ground","","328"
"329","Vibrava","120","medium-slow","43.31","33.73","5;16","58","3","Green","Vibrava","ビブラーバ","Vibraninf","Ground","Dragon","329"
"330","Flygon","45","medium-slow","78.74","180.78","5;16","58","3","Green","Flygon","フライゴン","Libégon","Ground","Dragon","330"
"331","Cacnea","190","medium-slow","15.75","113.1","12","58","3","Green","Cacnea","サボネア","Cacnea","Grass","","331"
"332","Cacturne","60","medium-slow","51.18","170.64","12;17","58","3","Green","Cacturne","ノクタス","Cacturne","Grass","Dark","332"
"333","Swablu","255","slow-then-very-fast","15.75","2.65","1;3","58","3","Blue","Swablu","チルット","Tylton","Normal","Flying","333"
"334","Altaria","45","slow-then-very-fast","43.31","45.42","16;3","58","3","Blue","Altaria","チルタリス","Altaria","Dragon","Flying","334"
"335","Zangoose","90","slow-then-very-fast","51.18","88.85","1","58","3","White","Zangoose","ザングース","Mangriff","Normal","","335"
"336","Seviper","90","fast-then-very-slow","106.3","115.74","4","58","3","Black","Seviper","ハブネーク","Séviper","Poison","","336"
"337","Lunatone","45","fast","39.37","370.38","6;14","58","3","Yellow","Lunatone","ルナトーン","Séléroc","Rock","Psychic","337"
"338","Solrock","45","fast","47.24","339.51","6;14","58","3","Red","Solrock","ソルロック","Solaroc","Rock","Psychic","338"
"339","Barboach","190","medium","15.75","4.19","11;5","58","3","Gray","Barboach","ドジョッチ","Barloche","Water","Ground","339"
"340","Whiscash","75","medium","35.43","52.03","11;5","58","3","Blue","Whiscash","ナマズン","Barbicha","Water","Ground","340"
"341","Corphish","205","fast-then-very-slow","23.62","25.35","11","58","3","Red","Corphish","ヘイガニ","Écrapince","Water","","341"
"342","Crawdaunt","155","fast-then-very-slow","43.31","72.31","11;17","58","3","Red","Crawdaunt","シザリガー","Colhomard","Water","Dark","342"
"343","Baltoy","255","medium","19.69","47.4","5;14","58","3","Brown","Baltoy","ヤジロン","Balbuto","Ground","Psychic","343"
"344","Claydol","90","medium","59.06","238.1","5;14","58","3","Black","Claydol","ネンドール","Kaorine","Ground","Psychic","344"
"345","Lileep","45","slow-then-very-fast","39.37","52.47","6;12","58","3","Purple","Lileep","リリーラ","Lilia","Rock","Grass","345"
"346","Cradily","45","slow-then-very-fast","59.06","133.16","6;12","58","3","Green","Cradily","ユレイドル","Vacilys","Rock","Grass","346"
"347","Anorith","45","slow-then-very-fast","27.56","27.56","6;7","58","3","Gray","Anorith","アノプス","Anorith","Rock","Bug","347"
"348","Armaldo","45","slow-then-very-fast","59.06","150.36","6;7","58","3","Gray","Armaldo","アーマルド","Armaldo","Rock","Bug","348"
"349","Feebas","255","slow-then-very-fast","23.62","16.31","11","58","3","Brown","Feebas","ヒンバス","Barpau","Water","","349"
"350","Milotic","60","slow-then-very-fast","244.09","357.15","11","58","3","Pink","Milotic","ミロカロス","Milobellus","Water","","350"
"351","Castform","45","medium","11.81","1.76","1","58","3","Gray","Castform","ポワルン","Morphéo","Normal","","351"
"352","Kecleon","200","medium-slow","39.37","48.5","1","58","3","Green","Kecleon","カクレオン","Kecleon","Normal","","352"
"353","Shuppet","225","fast","23.62","5.07","8","58","3","Black","Shuppet","カゲボウズ","Polichombr","Ghost","","353"
"354","Banette","45","fast","43.31","27.56","8","58","3","Black","Banette","ジュペッタ","Branette","Ghost","","354"
"355","Duskull","190","fast","31.5","33.07","8","58","3","Black","Duskull","ヨマワル","Skelénox","Ghost","","355"
"356","Dusclops","90","fast","62.99","67.46","8","58","3","Black","Dusclops","サマヨール","Téraclope","Ghost","","356"
"357","Tropius","200","slow","78.74","220.46","12;3","58","3","Green","Tropius","トロピウス","Tropius","Grass","Flying","357"
"358","Chimecho","45","fast","23.62","2.2","14","58","3","Blue","Chimecho","チリーン","Éoko","Psychic","","358"
"359","Absol","30","medium-slow","47.24","103.62","17","58","3","White","Absol","アブソル","Absol","Dark","","359"
"360","Wynaut","125","medium","23.62","30.86","14","58","3","Blue","Wynaut","ソーナノ","Okéoké","Psychic","","360"
"361","Snorunt","190","medium","27.56","37.04","15","58","3","Gray","Snorunt","ユキワラシ","Stalgamin","Ice","","361"
"362","Glalie","75","medium","59.06","565.48","15","58","3","Gray","Glalie","オニゴーリ","Oniglali","Ice","","362"
"363","Spheal","255","medium-slow","31.5","87.08","15;11","58","3","Blue","Spheal","タマザラシ","Obalie","Ice","Water","363"
"364","Sealeo","120","medium-slow","43.31","193.12","15;11","58","3","Blue","Sealeo","トドグラー","Phogleur","Ice","Water","364"
"365","Walrein","45","medium-slow","55.12","332.02","15;11","58","3","Blue","Walrein","トドゼルガ","Kaimorse","Ice","Water","365"
"366","Clamperl","255","slow-then-very-fast","15.75","115.74","11","58","3","Blue","Clamperl","パールル","Coquiperl","Water","","366"
"367","Huntail","60","slow-then-very-fast","66.93","59.52","11","58","3","Blue","Huntail","ハンテール","Serpang","Water","","367"
"368","Gorebyss","60","slow-then-very-fast","70.87","49.82","11","58","3","Pink","Gorebyss","サクラビス","Rosabyss","Water","","368"
"369","Relicanth","25","slow","39.37","51.59","11;6","58","3","Gray","Relicanth","ジーランス","Relicanth","Water","Rock","369"
"370","Luvdisc","225","fast","23.62","19.18","11","58","3","Pink","Luvdisc","ラブカス","Lovdisc","Water","","370"
"371","Bagon","45","slow","23.62","92.81","16","58","3","Blue","Bagon","タツベイ","Draby","Dragon","","371"
"372","Shelgon","45","slow","43.31","243.61","16","58","3","White","Shelgon","コモルー","Drackhaus","Dragon","","372"
"373","Salamence","45","slow","59.06","226.19","16;3","58","3","Blue","Salamence","ボーマンダ","Drattak","Dragon","Flying","373"
"374","Beldum","3","slow","23.62","209.88","9;14","58","3","Blue","Beldum","ダンバル","Terhal","Steel","Psychic","374"
"375","Metang","3","slow","47.24","446.44","9;14","58","3","Blue","Metang","メタング","Métang","Steel","Psychic","375"
"376","Metagross","3","slow","62.99","1212.54","9;14","58","3","Blue","Metagross","メタグロス","Métalosse","Steel","Psychic","376"
"377","Regirock","3","slow","66.93","507.06","6","58","3","Brown","Regirock","レジロック","Regirock","Rock","","377"
"378","Regice","3","slow","70.87","385.81","15","58","3","Blue","Regice","レジアイス","Regice","Ice","","378"
"379","Registeel","3","slow","74.8","451.95","9","58","3","Gray","Registeel","レジスチル","Registeel","Steel","","379"
"380","Latias","3","slow","55.12","88.18","16;14","58","3","Red","Latias","ラティアス","Latias","Dragon","Psychic","380"
"381","Latios","3","slow","78.74","132.28","16;14","58","3","Blue","Latios","ラティオス","Latios","Dragon","Psychic","381"
"382","Kyogre","3","slow","177.17","776.03","11","58","3","Blue","Kyogre","カイオーガ","Kyogre","Water","","382"
"383","Groudon","3","slow","137.8","2094.39","5","58","3","Red","Groudon","グラードン","Groudon","Ground","","383"
"384","Rayquaza","45","slow","275.59","455.25","16;3","58","3","Green","Rayquaza","レックウザ","Rayquaza","Dragon","Flying","384"
"385","Jirachi","3","slow","11.81","2.43","9;14","58","3","Yellow","Jirachi","ジラーチ","Jirachi","Steel","Psychic","385"
"386","Deoxys-normal","3","slow","66.93","134.04","14","58","3","Red","Deoxys","デオキシス","Deoxys","Psychic","","386"
"387","Turtwig","45","medium-slow","15.75","22.49","12","59","4","Green","Turtwig","ナエトル","Tortipouss","Grass","","387"
"388","Grotle","45","medium-slow","43.31","213.85","12","59","4","Green","Grotle","ハヤシガメ","Boskara","Grass","","388"
"389","Torterra","45","medium-slow","86.61","683.43","12;5","59","4","Green","Torterra","ドダイトス","Torterra","Grass","Ground","389"
"390","Chimchar","45","medium-slow","19.69","13.67","10","59","4","Brown","Chimchar","ヒコザル","Ouisticram","Fire","","390"
"391","Monferno","45","medium-slow","35.43","48.5","10;2","59","4","Brown","Monferno","モウカザル","Chimpenfeu","Fire","Fighting","391"
"392","Infernape","45","medium-slow","47.24","121.25","10;2","59","4","Brown","Infernape","ゴウカザル","Simiabraz","Fire","Fighting","392"
"393","Piplup","45","medium-slow","15.75","11.46","11","59","4","Blue","Piplup","ポッチャマ","Tiplouf","Water","","393"
"394","Prinplup","45","medium-slow","31.5","50.71","11","59","4","Blue","Prinplup","ポッタイシ","Prinplouf","Water","","394"
"395","Empoleon","45","medium-slow","66.93","186.29","11;9","59","4","Blue","Empoleon","エンペルト","Pingoléon","Water","Steel","395"
"396","Starly","255","medium-slow","11.81","4.41","1;3","59","4","Brown","Starly","ムックル","Étourmi","Normal","Flying","396"
"397","Staravia","120","medium-slow","23.62","34.17","1;3","59","4","Brown","Staravia","ムクバード","Étourvol","Normal","Flying","397"
"398","Staraptor","45","medium-slow","47.24","54.9","1;3","59","4","Brown","Staraptor","ムクホーク","Étouraptor","Normal","Flying","398"
"399","Bidoof","255","medium","19.69","44.09","1","59","4","Brown","Bidoof","ビッパ","Keunotor","Normal","","399"
"400","Bibarel","127","medium","39.37","69.45","1;11","59","4","Brown","Bibarel","ビーダル","Castorno","Normal","Water","400"
"401","Kricketot","255","medium-slow","11.81","4.85","7","59","4","Red","Kricketot","コロボーシ","Crikzik","Bug","","401"
"402","Kricketune","45","medium-slow","39.37","56.22","7","59","4","Red","Kricketune","コロトック","Mélokrik","Bug","","402"
"403","Shinx","235","medium-slow","19.69","20.94","13","59","4","Blue","Shinx","コリンク","Lixy","Electric","","403"
"404","Luxio","120","medium-slow","35.43","67.24","13","59","4","Blue","Luxio","ルクシオ","Luxio","Electric","","404"
"405","Luxray","45","medium-slow","55.12","92.59","13","59","4","Blue","Luxray","レントラー","Luxray","Electric","","405"
"406","Budew","255","medium-slow","7.87","2.65","12;4","59","4","Green","Budew","スボミー","Rozbouton","Grass","Poison","406"
"407","Roserade","75","medium-slow","35.43","31.97","12;4","59","4","Green","Roserade","ロズレイド","Roserade","Grass","Poison","407"
"408","Cranidos","45","slow-then-very-fast","35.43","69.45","6","59","4","Blue","Cranidos","ズガイドス","Kranidos","Rock","","408"
"409","Rampardos","45","slow-then-very-fast","62.99","225.97","6","59","4","Blue","Rampardos","ラムパルド","Charkos","Rock","","409"
"410","Shieldon","45","slow-then-very-fast","19.69","125.66","6;9","59","4","Gray","Shieldon","タテトプス","Dinoclier","Rock","Steel","410"
"411","Bastiodon","45","slow-then-very-fast","51.18","329.59","6;9","59","4","Gray","Bastiodon","トリデプス","Bastiodon","Rock","Steel","411"
"412","Burmy","120","medium","7.87","7.5","7","59","4","Green","Burmy","ミノムッチ","Cheniti","Bug","","412"
"413","Wormadam-plant","45","medium","19.69","14.33","7;12","59","4","Green","Wormadam","ミノマダム","Cheniselle","Bug","Grass","413"
"414","Mothim","45","medium","35.43","51.37","7;3","59","4","Yellow","Mothim","ガーメイル","Papilord","Bug","Flying","414"
"415","Combee","120","medium-slow","11.81","12.13","7;3","59","4","Yellow","Combee","ミツハニー","Apitrini","Bug","Flying","415"
"416","Vespiquen","45","medium-slow","47.24","84.88","7;3","59","4","Yellow","Vespiquen","ビークイン","Apireine","Bug","Flying","416"
"417","Pachirisu","200","medium","15.75","8.6","13","59","4","White","Pachirisu","パチリス","Pachirisu","Electric","","417"
"418","Buizel","190","medium","27.56","65.04","11","59","4","Brown","Buizel","ブイゼル","Mustébouée","Water","","418"
"419","Floatzel","75","medium","43.31","73.85","11","59","4","Brown","Floatzel","フローゼル","Mustéflott","Water","","419"
"420","Cherubi","190","medium","15.75","7.28","12","59","4","Pink","Cherubi","チェリンボ","Ceribou","Grass","","420"
"421","Cherrim","75","medium","19.69","20.5","12","59","4","Purple","Cherrim","チェリム","Ceriflor","Grass","","421"
"422","Shellos","190","medium","11.81","13.89","11","59","4","Purple","Shellos","カラナクシ","Sancoki","Water","","422"
"423","Gastrodon","75","medium","35.43","65.92","11;5","59","4","Purple","Gastrodon","トリトドン","Tritosor","Water","Ground","423"
"424","Ambipom","45","fast","47.24","44.75","1","59","4","Purple","Ambipom","エテボース","Capidextre","Normal","","424"
"425","Drifloon","125","fast-then-very-slow","15.75","2.65","8;3","59","4","Purple","Drifloon","フワンテ","Baudrive","Ghost","Flying","425"
"426","Drifblim","60","fast-then-very-slow","47.24","33.07","8;3","59","4","Purple","Drifblim","フワライド","Grodrive","Ghost","Flying","426"
"427","Buneary","190","medium","15.75","12.13","1","59","4","Brown","Buneary","ミミロル","Laporeille","Normal","","427"
"428","Lopunny","60","medium","47.24","73.41","1","59","4","Brown","Lopunny","ミミロップ","Lockpin","Normal","","428"
"429","Mismagius","45","fast","35.43","9.7","8","59","4","Purple","Mismagius","ムウマージ","Magirêve","Ghost","","429"
"430","Honchkrow","30","medium-slow","35.43","60.19","17;3","59","4","Black","Honchkrow","ドンカラス","Corboss","Dark","Flying","430"
"431","Glameow","190","fast","19.69","8.6","1","59","4","Gray","Glameow","ニャルマー","Chaglam","Normal","","431"
"432","Purugly","75","fast","39.37","96.56","1","59","4","Gray","Purugly","ブニャット","Chaffreux","Normal","","432"
"433","Chingling","120","fast","7.87","1.32","14","59","4","Yellow","Chingling","リーシャン","Korillon","Psychic","","433"
"434","Stunky","225","medium","15.75","42.33","4;17","59","4","Purple","Stunky","スカンプー","Moufouette","Poison","Dark","434"
"435","Skuntank","60","medium","39.37","83.78","4;17","59","4","Purple","Skuntank","スカタンク","Moufflair","Poison","Dark","435"
"436","Bronzor","255","medium","19.69","133.38","9;14","59","4","Green","Bronzor","ドーミラー","Archéomire","Steel","Psychic","436"
"437","Bronzong","90","medium","51.18","412.26","9;14","59","4","Green","Bronzong","ドータクン","Archéodong","Steel","Psychic","437"
"438","Bonsly","255","medium","19.69","33.07","6","59","4","Brown","Bonsly","ウソハチ","Manzaï","Rock","","438"
"439","Mime-jr","145","medium","23.62","28.66","14;18","59","4","Pink","Mime Jr.","マネネ","Mime Jr.","Psychic","Fairy","439"
"440","Happiny","130","fast","23.62","53.79","1","59","4","Pink","Happiny","ピンプク","Ptiravi","Normal","","440"
"441","Chatot","30","medium-slow","19.69","4.19","1;3","59","4","Black","Chatot","ペラップ","Pijako","Normal","Flying","441"
"442","Spiritomb","100","medium","39.37","238.1","8;17","59","4","Purple","Spiritomb","ミカルゲ","Spiritomb","Ghost","Dark","442"
"443","Gible","45","slow","27.56","45.19","16;5","59","4","Blue","Gible","フカマル","Griknot","Dragon","Ground","443"
"444","Gabite","45","slow","55.12","123.46","16;5","59","4","Blue","Gabite","ガバイト","Carmache","Dragon","Ground","444"
"445","Garchomp","45","slow","74.8","209.44","16;5","59","4","Blue","Garchomp","ガブリアス","Carchacrok","Dragon","Ground","445"
"446","Munchlax","50","slow","23.62","231.49","1","59","4","Black","Munchlax","ゴンベ","Goinfrex","Normal","","446"
"447","Riolu","75","medium-slow","27.56","44.53","2","59","4","Blue","Riolu","リオル","Riolu","Fighting","","447"
"448","Lucario","45","medium-slow","47.24","119.05","2;9","59","4","Blue","Lucario","ルカリオ","Lucario","Fighting","Steel","448"
"449","Hippopotas","140","slow","31.5","109.13","5","59","4","Brown","Hippopotas","ヒポポタス","Hippopotas","Ground","","449"
"450","Hippowdon","60","slow","78.74","661.39","5","59","4","Brown","Hippowdon","カバルドン","Hippodocus","Ground","","450"
"451","Skorupi","120","slow","31.5","26.46","4;7","59","4","Purple","Skorupi","スコルピ","Rapion","Poison","Bug","451"
"452","Drapion","45","slow","51.18","135.58","4;17","59","4","Purple","Drapion","ドラピオン","Drascore","Poison","Dark","452"
"453","Croagunk","140","medium","27.56","50.71","4;2","59","4","Blue","Croagunk","グレッグル","Cradopaud","Poison","Fighting","453"
